fold,train_size,test_size,n_selected,selected_indices,fit_size_inner,par_size_inner,ckpt_size_inner,best_epoch,beta_pos,beta_neg,cG,S_par,F12_par,G12_par,S_ckpt,F12_ckpt,G12_ckpt,S_test,F12_test,G12_test,a1_test,a2_test,b1_test,b2_test,decided_count,conflict_count,reject_count,wrong_exclusive_count,correct_exclusive_count,coverage,conflict_rate,reject_rate,wrong_exclusive_rate,correct_exclusive_rate,selective_accuracy,selective_error,selective_f1,conservative_accuracy,conservative_error
1,55.0,7.0,14.0,"71,244,248,266,376,492,512,764,779,896,1066,1770,1872,1883",33.0,11.0,11.0,220.0,0.4162735342979431,0.4374369978904724,0.25,0.6481581505887437,0.6481581505887437,0.0,0.9995002498750625,0.9995002498750625,0.0,0.9995002498750625,0.9995002498750625,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
2,55.0,7.0,14.0,"30,46,240,244,248,700,821,1041,1066,1324,1581,1633,1634,1771",33.0,11.0,11.0,105.0,0.3837536573410034,0.45187145471572876,0.25,0.8566533409480298,0.8566533409480298,0.0,0.7995025317580172,0.7995025317580172,0.0,0.32821424330734666,0.3995205753096285,0.28522532800912725,0.3333333333333333,0.5,0.3333333333333333,0.25,4.0,2.0,1.0,1.0,3.0,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.42857142857142855,0.75,0.25,0.6666666666666666,0.42857142857142855,0.5714285714285714
3,56.0,6.0,14.0,"13,244,248,266,285,364,492,560,764,993,1230,1255,1634,1872",33.0,11.0,12.0,155.0,0.5331723093986511,0.5342971682548523,0.25,0.7312079555425562,0.7312079555425562,0.0,0.9328358208955224,0.9328358208955224,0.0,0.6662225183211193,0.6662225183211193,0.0,1.0,0.5,0.0,0.5,4.0,2.0,0.0,0.0,4.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.6666666666666666,0.33333333333333337
4,56.0,6.0,14.0,"46,404,410,575,697,963,1230,1405,1547,1770,1771,1835,1883,1959",33.0,11.0,12.0,105.0,0.5325987339019775,0.5537245273590088,0.25,0.6481581505887437,0.6481581505887437,0.0,0.9995002498750625,0.9995002498750625,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,2.0,1.0,3.0,0.0,2.0,0.3333333333333333,0.16666666666666666,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.3333333333333333,0.6666666666666667
5,56.0,6.0,14.0,"46,82,390,398,410,488,514,1001,1465,1548,1633,1678,1923,1982",33.0,11.0,12.0,25.0,0.13194327056407928,0.581116795539856,0.25,0.6481581505887437,0.6481581505887437,0.0,0.7079444820474294,0.7495003331112592,0.16622340425531915,0.33288948069241014,0.33288948069241014,0.0,0.5,0.25,0.0,0.0,5.0,0.0,1.0,3.0,2.0,0.8333333333333334,0.0,0.16666666666666666,0.5,0.3333333333333333,0.4,0.6,0.4,0.3333333333333333,0.6666666666666667
6,56.0,6.0,14.0,"42,66,198,248,285,376,492,662,738,1209,1324,1422,1723,1749",33.0,11.0,12.0,250.0,0.4118487536907196,0.6415024399757385,0.25,0.7995025317580172,0.7995025317580172,0.0,0.9328358208955224,0.9328358208955224,0.0,0.5995203836930456,0.5995203836930456,0.0,0.5,0.75,0.0,0.0,6.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.5,0.6666666666666666,0.33333333333333337
7,56.0,6.0,14.0,"31,46,285,512,626,779,831,1059,1333,1533,1581,1658,1770,1771",33.0,11.0,12.0,180.0,0.14388316869735718,0.6866675019264221,0.25,0.5328360197149328,0.5328360197149328,0.0,0.6662225183211193,0.6662225183211193,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,2.0,0.5,0.0,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.33333333333333337,0.8,0.3333333333333333,0.6666666666666667
8,56.0,6.0,14.0,"13,285,376,580,823,829,833,1001,1207,1327,1410,1422,1883,1916",33.0,11.0,12.0,240.0,0.34469375014305115,0.34174931049346924,0.25,0.8566533409480298,0.8566533409480298,0.0,0.38854351687388994,0.38854351687388994,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,4.0,1.0,1.0,1.0,3.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.75,0.25,0.0,0.5,0.5
9,56.0,6.0,14.0,"136,248,364,376,418,492,512,779,891,1103,1634,1667,1670,1883",33.0,11.0,12.0,240.0,0.2500946521759033,0.5313413143157959,0.25,0.6481581505887437,0.6481581505887437,0.0,0.9328358208955224,0.9328358208955224,0.0,0.8566533409480298,0.8566533409480298,0.0,1.0,0.75,0.0,0.25,5.0,1.0,0.0,0.0,5.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.8333333333333334,1.0,0.0,1.0,0.8333333333333334,0.16666666666666663
10,56.0,6.0,14.0,"186,285,492,764,881,1057,1059,1209,1464,1510,1770,1872,1959,1997",33.0,11.0,12.0,75.0,0.6418861150741577,0.14172646403312683,0.25,0.8328475056217207,0.8328475056217207,0.0,0.9995002498750625,0.9995002498750625,0.0,0.6662225183211193,0.6662225183211193,0.0,0.5,1.0,0.0,0.0,5.0,0.0,1.0,0.0,5.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.8333333333333334,1.0,0.0,1.0,0.8333333333333334,0.16666666666666663
mean,55.8,6.2,14.0,,33.0,11.0,11.8,159.5,0.37901479452848436,0.4901433974504471,0.25,0.7202333296888261,0.7202333296888261,0.0,0.8359221261312211,0.8400777112376041,0.016622340425531915,0.4449222735158133,0.4520529067160415,0.028522532800912725,0.5833333333333333,0.6,0.08333333333333333,0.125,4.5,0.7,1.0,0.8,3.7,0.7238095238095237,0.11190476190476191,0.16428571428571428,0.13095238095238093,0.5928571428571427,0.8233333333333335,0.17666666666666667,0.6366666666666667,0.5928571428571427,0.40714285714285714
std,0.4216370213557839,0.4216370213557839,0.0,,0.0,0.0,0.4216370213557839,79.17806935425153,0.16768760405590297,0.15816822870880312,0.0,0.11165617758148368,0.11165617758148368,0.0,0.1986343490360403,0.19607770613841596,0.05256445578737332,0.3680227914920085,0.3661965267910777,0.09019616828774615,0.40253824294970664,0.31622776601683794,0.1800205749557739,0.1767766952966369,1.4337208778404378,0.8232726023485646,1.1547005383792515,1.0327955589886446,1.6363916944844767,0.21624617607525587,0.1294648558644625,0.19259731664652202,0.1717846096977251,0.24266773400212144,0.20952621451241188,0.2095262145124119,0.4001388647846034,0.24266773400212144,0.24266773400212147
